order_id,customer_id,restaurant_name,cuisine_type,order_date,location,cost_of_the_order,rating,food_preparation_time,delivery_time,day_type,total_delivery_time
FD10433,C1083,Green Bowl,Healthy,2025-02-15,Delhi,610.0,4.2,28,18,Weekend,46
FD10223,C1223,Food Junction,Indian,2025-02-15,Mumbai,535.6,3.2,30,49,Weekend,79
FD10566,C1216,Punjabi Zaika,North Indian,2025-02-15,Pune,934.97,4.1,25,27,Weekend,52
FD10840,C1140,Urban Tadka,Indian,2025-02-15,Pune,590.29,4.2,32,29,Weekend,61
FD10164,C1164,Wok & Roll,Chinese,2025-02-16,Pune,341.16,4.3,25,16,Weekend,41
FD10800,C1100,Pizza Point,Italian,2025-02-16,Chennai,251.38,4.5,33,31,Weekend,64
FD10193,C1193,Cafe Aroma,Cafe,2025-02-16,Pune,958.59,4.8,14,32,Weekend,46
FD10508,C1158,The Biryani House,Biryani,2025-02-16,Delhi,366.9,4.0,24,26,Weekend,50
FD10172,C1172,Cafe Aroma,Cafe,2025-02-16,Pune,584.28,4.2,33,33,Weekend,66
FD10491,C1141,Urban Tadka,Indian,2025-02-16,Chennai,320.3,4.3,32,38,Weekend,70
FD10042,C1042,The Biryani House,Biryani,2025-02-16,Mumbai,573.67,4.4,23,31,Weekend,54
FD10365,C1015,Sweet Treats,Desserts,2025-02-16,Chennai,742.87,3.8,15,28,Weekend,43
FD10628,C1278,Pizza Point,Italian,2025-02-16,Bangalore,706.72,4.4,14,15,Weekend,29
FD10699,C1349,Spice Hub,Indian,2025-02-17,Pune,435.31,4.4,30,39,Weekday,69
FD10973,C1273,The Biryani House,Biryani,2025-02-18,Delhi,896.73,3.1,29,30,Weekday,59
FD10292,C1292,Spice Hub,Indian,2025-02-18,Delhi,330.24,3.4,17,23,Weekday,40
FD10907,C1207,Spice Hub,Indian,2025-02-18,Delhi,315.8,5.0,29,24,Weekday,53
FD10272,C1272,South Express,South Indian,2025-02-18,Chennai,510.43,3.7,22,35,Weekday,57
FD10486,C1136,Spice Hub,Indian,2025-02-18,Bangalore,625.96,4.1,31,41,Weekday,72
FD10282,C1282,Green Bowl,Healthy,2025-02-18,Bangalore,376.6,3.5,11,35,Weekday,46
FD10592,C1242,Pizza Point,Italian,2025-02-18,Delhi,844.89,4.6,35,32,Weekday,67
FD10079,C1079,Food Junction,Indian,2025-02-18,Mumbai,353.82,4.8,23,38,Weekday,61
FD10984,C1284,Cafe Aroma,Cafe,2025-02-19,Pune,624.89,4.6,33,38,Weekday,71
FD10830,C1130,Sweet Treats,Desserts,2025-02-19,Delhi,385.92,4.2,17,26,Weekday,43
FD10760,C1060,Urban Tadka,Indian,2025-02-19,Hyderabad,522.44,4.9,18,28,Weekday,46
FD10333,C1333,Burger Town,Fast Food,2025-02-20,Bangalore,321.79,4.3,26,46,Weekday,72
FD10216,C1216,Spice Hub,Indian,2025-02-20,Hyderabad,797.04,4.9,25,39,Weekday,64
FD10956,C1256,Green Bowl,Healthy,2025-02-20,Bangalore,450.49,4.7,25,25,Weekday,50
FD10438,C1088,Green Bowl,Healthy,2025-02-20,Bangalore,413.35,4.1,12,30,Weekday,42
FD10608,C1258,The Biryani House,Biryani,2025-02-21,Pune,301.04,5.0,24,38,Weekday,62
FD10954,C1254,Pizza Point,Italian,2025-02-22,Pune,501.47,4.4,33,26,Weekend,59
FD10376,C1026,Sweet Treats,Desserts,2025-02-22,Pune,813.87,3.8,21,32,Weekend,53
FD10427,C1077,South Express,South Indian,2025-02-22,Delhi,1044.55,4.7,22,25,Weekend,47
FD10825,C1125,Wok & Roll,Chinese,2025-02-22,Pune,556.78,3.8,22,31,Weekend,53
FD10238,C1238,The Biryani House,Biryani,2025-02-22,Pune,629.27,3.9,24,24,Weekend,48
FD10131,C1131,Burger Town,Fast Food,2025-02-22,Pune,367.71,4.6,14,31,Weekend,45
FD10436,C1086,Spice Hub,Indian,2025-02-23,Bangalore,394.27,4.1,34,38,Weekend,72
FD10881,C1181,Punjabi Zaika,North Indian,2025-02-23,Bangalore,889.22,5.0,17,15,Weekend,32
FD10627,C1277,The Biryani House,Biryani,2025-02-23,Mumbai,596.84,3.9,27,32,Weekend,59
FD10451,C1101,South Express,South Indian,2025-02-23,Pune,496.36,4.3,15,26,Weekend,41
FD10331,C1331,Pizza Point,Italian,2025-02-23,Delhi,439.47,3.5,35,27,Weekend,62
FD10615,C1265,Sweet Treats,Desserts,2025-02-23,Mumbai,518.92,4.2,19,28,Weekend,47
FD10009,C1009,South Express,South Indian,2025-02-24,Pune,322.99,4.0,26,25,Weekday,51
FD10312,C1312,Burger Town,Fast Food,2025-02-24,Delhi,279.7,4.0,10,20,Weekday,30
FD10555,C1205,Food Junction,Indian,2025-02-24,Chennai,1200.0,3.8,27,34,Weekday,61
FD10232,C1232,Food Junction,Indian,2025-02-24,Chennai,794.07,3.9,15,44,Weekday,59
FD10949,C1249,Cafe Aroma,Cafe,2025-02-24,Pune,647.27,4.6,32,24,Weekday,56
FD10348,C1348,Cafe Aroma,Cafe,2025-02-24,Pune,443.06,4.6,26,34,Weekday,60
FD10453,C1103,Cafe Aroma,Cafe,2025-02-24,Pune,354.64,4.9,35,31,Weekday,66
FD10490,C1140,South Express,South Indian,2025-02-24,Hyderabad,526.31,3.2,25,33,Weekday,58
FD10321,C1321,Food Junction,Indian,2025-02-24,Mumbai,428.76,4.4,31,33,Weekday,64
FD10963,C1263,Sweet Treats,Desserts,2025-02-25,Mumbai,220.88,4.8,20,24,Weekday,44
FD10458,C1108,The Biryani House,Biryani,2025-02-25,Mumbai,318.6,3.1,15,24,Weekday,39
FD10685,C1335,Green Bowl,Healthy,2025-02-25,Hyderabad,1020.2,3.6,11,28,Weekday,39
FD10328,C1328,Spice Hub,Indian,2025-02-26,Bangalore,795.81,3.7,26,38,Weekday,64
FD10241,C1241,Burger Town,Fast Food,2025-02-26,Pune,330.9,3.7,30,15,Weekday,45
FD10620,C1270,Pizza Point,Italian,2025-02-26,Delhi,429.66,3.3,29,36,Weekday,65
FD10229,C1229,Spice Hub,Indian,2025-02-26,Pune,729.35,4.1,30,32,Weekday,62
FD10421,C1071,Sweet Treats,Desserts,2025-02-26,Hyderabad,824.74,3.8,17,33,Weekday,50
FD10489,C1139,Cafe Aroma,Cafe,2025-02-26,Mumbai,629.85,4.0,31,27,Weekday,58
FD10776,C1076,Wok & Roll,Chinese,2025-02-27,Bangalore,610.01,4.3,29,41,Weekday,70
FD10932,C1232,Cafe Aroma,Cafe,2025-02-27,Bangalore,970.64,3.7,34,16,Weekday,50
FD10807,C1107,Pizza Point,Italian,2025-02-27,Bangalore,668.38,3.2,15,15,Weekday,30
FD10713,C1013,Urban Tadka,Indian,2025-02-27,Mumbai,619.92,4.6,16,19,Weekday,35
FD10525,C1175,Pizza Point,Italian,2025-02-28,Hyderabad,557.43,4.2,35,28,Weekday,63
FD10610,C1260,Punjabi Zaika,North Indian,2025-02-28,Delhi,733.94,4.6,24,31,Weekday,55
FD10385,C1035,Green Bowl,Healthy,2025-02-28,Delhi,817.35,4.4,12,46,Weekday,58
FD10504,C1154,Green Bowl,Healthy,2025-02-28,Mumbai,1200.0,4.0,18,41,Weekday,59
FD10965,C1265,Spice Hub,Indian,2025-02-28,Chennai,617.97,4.8,19,24,Weekday,43
FD10697,C1347,Punjabi Zaika,North Indian,2025-02-28,Pune,881.85,4.2,20,27,Weekday,47
FD10698,C1348,Burger Town,Fast Food,2025-02-28,Delhi,825.71,4.1,32,33,Weekday,65
FD10101,C1101,Punjabi Zaika,North Indian,2025-03-01,Chennai,1020.1,3.0,15,35,Weekend,50
FD10094,C1094,Green Bowl,Healthy,2025-03-01,Chennai,378.8,3.8,10,41,Weekend,51
FD10821,C1121,Food Junction,Indian,2025-03-01,Bangalore,585.24,4.9,27,33,Weekend,60
FD10202,C1202,Burger Town,Fast Food,2025-03-01,Mumbai,425.7,3.2,30,36,Weekend,66
FD10836,C1136,Pizza Point,Italian,2025-03-01,Mumbai,390.47,3.4,21,34,Weekend,55
FD10745,C1045,Sweet Treats,Desserts,2025-03-01,Pune,1035.49,3.9,22,29,Weekend,51
FD10674,C1324,Sweet Treats,Desserts,2025-03-01,Mumbai,427.81,3.6,13,29,Weekend,42
FD10469,C1119,Green Bowl,Healthy,2025-03-02,Chennai,266.94,3.7,25,30,Weekend,55
FD10909,C1209,Punjabi Zaika,North Indian,2025-03-02,Delhi,972.17,3.6,17,30,Weekend,47
FD10634,C1284,Green Bowl,Healthy,2025-03-02,Delhi,994.11,4.7,11,20,Weekend,31
FD10597,C1247,Punjabi Zaika,North Indian,2025-03-02,Mumbai,745.82,4.5,21,36,Weekend,57
FD10081,C1081,Sweet Treats,Desserts,2025-03-03,Pune,597.74,4.6,34,20,Weekday,54
FD10005,C1005,Pizza Point,Italian,2025-03-03,Mumbai,641.9,3.4,26,39,Weekday,65
FD10605,C1255,Wok & Roll,Chinese,2025-03-03,Delhi,422.8,3.5,29,44,Weekday,73
FD10288,C1288,The Biryani House,Biryani,2025-03-03,Bangalore,620.86,5.0,21,42,Weekday,63
FD10639,C1289,South Express,South Indian,2025-03-03,Mumbai,506.86,4.0,31,31,Weekday,62
FD10568,C1218,The Biryani House,Biryani,2025-03-03,Mumbai,470.24,4.0,21,29,Weekday,50
FD10925,C1225,The Biryani House,Biryani,2025-03-03,Bangalore,890.85,4.5,31,19,Weekday,50
FD10923,C1223,Spice Hub,Indian,2025-03-03,Bangalore,709.59,4.0,13,35,Weekday,48
FD10110,C1110,Urban Tadka,Indian,2025-03-03,Pune,391.58,4.2,18,25,Weekday,43
FD10681,C1331,South Express,South Indian,2025-03-03,Mumbai,338.11,4.4,30,30,Weekday,60
FD10493,C1143,Green Bowl,Healthy,2025-03-03,Bangalore,867.3,4.8,22,20,Weekday,42
FD10026,C1026,Pizza Point,Italian,2025-03-03,Delhi,342.66,4.3,35,44,Weekday,79
FD10743,C1043,Food Junction,Indian,2025-03-04,Bangalore,536.21,3.9,17,28,Weekday,45
FD10614,C1264,South Express,South Indian,2025-03-04,Bangalore,333.71,4.0,22,19,Weekday,41
FD10246,C1246,Pizza Point,Italian,2025-03-04,Delhi,910.02,3.9,15,17,Weekday,32
FD10307,C1307,Spice Hub,Indian,2025-03-04,Pune,575.27,4.2,32,36,Weekday,68
FD10601,C1251,Spice Hub,Indian,2025-03-04,Pune,530.39,4.6,23,32,Weekday,55
FD10849,C1149,Wok & Roll,Chinese,2025-03-04,Pune,605.95,4.9,24,38,Weekday,62
FD10127,C1127,Food Junction,Indian,2025-03-04,Pune,614.99,4.4,15,23,Weekday,38
FD10280,C1280,Food Junction,Indian,2025-03-04,Delhi,352.59,3.8,18,33,Weekday,51
FD10231,C1231,Urban Tadka,Indian,2025-03-04,Bangalore,685.86,4.6,29,34,Weekday,63
FD10068,C1068,Spice Hub,Indian,2025-03-04,Hyderabad,714.75,4.5,10,35,Weekday,45
FD10267,C1267,South Express,South Indian,2025-03-04,Pune,320.0,4.2,17,37,Weekday,54
FD10095,C1095,Punjabi Zaika,North Indian,2025-03-05,Pune,1200.0,3.3,35,32,Weekday,67
FD10046,C1046,Urban Tadka,Indian,2025-03-05,Chennai,634.39,3.8,30,15,Weekday,45
FD10813,C1113,Spice Hub,Indian,2025-03-05,Delhi,585.12,3.6,25,40,Weekday,65
FD10092,C1092,Pizza Point,Italian,2025-03-05,Pune,402.63,4.6,20,40,Weekday,60
FD10434,C1084,Green Bowl,Healthy,2025-03-05,Pune,771.65,4.8,16,24,Weekday,40
FD10859,C1159,Green Bowl,Healthy,2025-03-05,Pune,506.52,3.0,20,35,Weekday,55
FD10855,C1155,Spice Hub,Indian,2025-03-05,Delhi,511.67,3.6,32,37,Weekday,69
FD10067,C1067,Urban Tadka,Indian,2025-03-06,Chennai,746.76,3.8,24,38,Weekday,62
FD10577,C1227,Punjabi Zaika,North Indian,2025-03-06,Delhi,284.42,3.9,16,45,Weekday,61
FD10327,C1327,The Biryani House,Biryani,2025-03-06,Delhi,586.58,5.0,24,24,Weekday,48
FD10992,C1292,Pizza Point,Italian,2025-03-07,Delhi,657.76,3.6,15,34,Weekday,49
FD10017,C1017,Urban Tadka,Indian,2025-03-07,Pune,737.14,4.3,33,26,Weekday,59
FD10154,C1154,South Express,South Indian,2025-03-07,Pune,704.15,4.9,33,36,Weekday,69
FD10329,C1329,The Biryani House,Biryani,2025-03-08,Delhi,457.92,4.5,26,40,Weekend,66
FD10654,C1304,Food Junction,Indian,2025-03-08,Mumbai,268.74,3.0,29,23,Weekend,52
FD10138,C1138,Urban Tadka,Indian,2025-03-08,Pune,455.61,4.1,20,33,Weekend,53
FD10684,C1334,Sweet Treats,Desserts,2025-03-08,Pune,326.2,3.6,19,41,Weekend,60
FD10332,C1332,The Biryani House,Biryani,2025-03-08,Mumbai,508.7,4.2,22,28,Weekend,50
FD10037,C1037,Sweet Treats,Desserts,2025-03-09,Hyderabad,706.27,4.3,27,27,Weekend,54
FD10584,C1234,Spice Hub,Indian,2025-03-09,Mumbai,537.66,4.8,20,31,Weekend,51
FD10205,C1205,Burger Town,Fast Food,2025-03-09,Mumbai,1159.49,3.7,24,37,Weekend,61
FD10751,C1051,Spice Hub,Indian,2025-03-09,Hyderabad,505.15,4.1,14,30,Weekend,44
FD10173,C1173,Sweet Treats,Desserts,2025-03-09,Bangalore,328.91,4.3,21,33,Weekend,54
FD10648,C1298,Spice Hub,Indian,2025-03-09,Delhi,582.13,4.7,15,17,Weekend,32
FD10185,C1185,Spice Hub,Indian,2025-03-10,Mumbai,824.77,4.3,18,27,Weekday,45
FD10080,C1080,Green Bowl,Healthy,2025-03-10,Chennai,707.42,3.6,34,28,Weekday,62
FD10457,C1107,Burger Town,Fast Food,2025-03-10,Mumbai,889.92,3.8,32,31,Weekday,63
FD10402,C1052,Punjabi Zaika,North Indian,2025-03-11,Chennai,725.56,4.2,22,29,Weekday,51
FD10034,C1034,Wok & Roll,Chinese,2025-03-11,Delhi,735.7,3.6,32,15,Weekday,47
FD10740,C1040,Burger Town,Fast Food,2025-03-11,Pune,525.5,4.2,34,35,Weekday,69
FD10283,C1283,Urban Tadka,Indian,2025-03-12,Bangalore,361.87,5.0,10,45,Weekday,55
FD10209,C1209,Spice Hub,Indian,2025-03-13,Chennai,303.56,4.6,29,24,Weekday,53
FD10856,C1156,Burger Town,Fast Food,2025-03-13,Pune,418.86,3.0,17,36,Weekday,53
FD10117,C1117,Pizza Point,Italian,2025-03-13,Pune,581.08,4.9,30,29,Weekday,59
FD10668,C1318,Punjabi Zaika,North Indian,2025-03-13,Pune,559.45,4.1,11,30,Weekday,41
FD10524,C1174,Burger Town,Fast Food,2025-03-13,Mumbai,1018.35,3.9,23,34,Weekday,57
FD10853,C1153,Punjabi Zaika,North Indian,2025-03-13,Chennai,335.55,4.2,22,28,Weekday,50
FD10920,C1220,Cafe Aroma,Cafe,2025-03-13,Delhi,706.9,3.9,29,15,Weekday,44
FD10820,C1120,Green Bowl,Healthy,2025-03-13,Mumbai,423.78,4.1,29,28,Weekday,57
FD10330,C1330,Spice Hub,Indian,2025-03-13,Mumbai,433.16,3.9,31,35,Weekday,66
FD10097,C1097,Sweet Treats,Desserts,2025-03-13,Mumbai,473.84,3.2,30,35,Weekday,65
FD10611,C1261,Urban Tadka,Indian,2025-03-13,Mumbai,500.12,4.4,23,29,Weekday,52
FD10590,C1240,Burger Town,Fast Food,2025-03-14,Chennai,499.91,4.3,17,37,Weekday,54
FD10914,C1214,Green Bowl,Healthy,2025-03-14,Mumbai,1146.45,3.7,12,40,Weekday,52
FD10070,C1070,Food Junction,Indian,2025-03-14,Bangalore,661.08,3.3,12,29,Weekday,41
FD10465,C1115,Urban Tadka,Indian,2025-03-14,Bangalore,233.88,3.0,14,22,Weekday,36
FD10647,C1297,Sweet Treats,Desserts,2025-03-14,Hyderabad,258.59,3.9,28,33,Weekday,61
FD10488,C1138,Pizza Point,Italian,2025-03-15,Delhi,472.16,4.5,29,27,Weekend,56
FD10188,C1188,Punjabi Zaika,North Indian,2025-03-15,Bangalore,317.36,4.6,17,15,Weekend,32
FD10742,C1042,Sweet Treats,Desserts,2025-03-15,Mumbai,662.18,4.6,19,29,Weekend,48
FD10158,C1158,Pizza Point,Italian,2025-03-15,Hyderabad,429.67,4.2,25,22,Weekend,47
FD10351,C1001,Wok & Roll,Chinese,2025-03-15,Pune,461.56,3.7,12,43,Weekend,55
FD10618,C1268,Green Bowl,Healthy,2025-03-15,Pune,798.34,3.9,32,19,Weekend,51
FD10018,C1018,Cafe Aroma,Cafe,2025-03-16,Hyderabad,287.34,5.0,35,19,Weekend,54
FD10788,C1088,Spice Hub,Indian,2025-03-16,Mumbai,237.46,4.5,24,29,Weekend,53
FD10249,C1249,Cafe Aroma,Cafe,2025-03-16,Bangalore,486.71,4.2,25,16,Weekend,41
FD10004,C1004,Burger Town,Fast Food,2025-03-16,Pune,405.56,4.1,27,37,Weekend,64
FD10401,C1051,Spice Hub,Indian,2025-03-16,Pune,1027.79,4.4,13,27,Weekend,40
FD10972,C1272,Food Junction,Indian,2025-03-17,Pune,180.81,3.9,23,44,Weekday,67
FD10876,C1176,Food Junction,Indian,2025-03-17,Hyderabad,347.19,3.8,31,38,Weekday,69
FD10659,C1309,Pizza Point,Italian,2025-03-17,Bangalore,1200.0,4.7,14,28,Weekday,42
FD10415,C1065,South Express,South Indian,2025-03-17,Pune,552.06,3.9,22,25,Weekday,47
FD10088,C1088,Punjabi Zaika,North Indian,2025-03-17,Pune,663.67,4.0,19,27,Weekday,46
FD10174,C1174,Sweet Treats,Desserts,2025-03-17,Bangalore,349.56,3.6,33,31,Weekday,64
FD10052,C1052,The Biryani House,Biryani,2025-03-18,Pune,713.09,4.3,28,28,Weekday,56
FD10727,C1027,Sweet Treats,Desserts,2025-03-18,Pune,704.44,4.2,12,43,Weekday,55
FD10606,C1256,Urban Tadka,Indian,2025-03-18,Chennai,661.42,4.1,14,40,Weekday,54
FD10893,C1193,Urban Tadka,Indian,2025-03-18,Pune,478.57,4.5,31,47,Weekday,78
FD10300,C1300,Urban Tadka,Indian,2025-03-19,Hyderabad,486.82,3.8,24,30,Weekday,54
FD10083,C1083,Green Bowl,Healthy,2025-03-19,Chennai,996.01,3.9,17,44,Weekday,61
FD10108,C1108,Burger Town,Fast Food,2025-03-19,Chennai,331.8,4.2,31,16,Weekday,47
FD10341,C1341,Urban Tadka,Indian,2025-03-19,Chennai,614.62,4.5,23,46,Weekday,69
FD10027,C1027,Spice Hub,Indian,2025-03-20,Mumbai,424.61,3.1,24,20,Weekday,44
FD10827,C1127,Sweet Treats,Desserts,2025-03-20,Delhi,706.77,3.8,14,29,Weekday,43
FD10518,C1168,The Biryani House,Biryani,2025-03-20,Bangalore,253.84,4.2,24,25,Weekday,49
FD10746,C1046,Pizza Point,Italian,2025-03-20,Pune,939.62,3.1,33,27,Weekday,60
FD10020,C1020,Food Junction,Indian,2025-03-20,Pune,930.34,5.0,27,15,Weekday,42
FD10993,C1293,Punjabi Zaika,North Indian,2025-03-20,Mumbai,510.72,3.9,23,44,Weekday,67
FD10773,C1073,Spice Hub,Indian,2025-03-20,Delhi,665.58,4.2,34,24,Weekday,58
FD10693,C1343,Sweet Treats,Desserts,2025-03-21,Delhi,565.01,4.3,30,20,Weekday,50
FD10494,C1144,Urban Tadka,Indian,2025-03-21,Pune,734.33,3.9,19,17,Weekday,36
FD10880,C1180,Urban Tadka,Indian,2025-03-21,Bangalore,447.02,4.7,34,27,Weekday,61
FD10382,C1032,Urban Tadka,Indian,2025-03-22,Delhi,868.77,4.1,21,35,Weekend,56
FD10677,C1327,Wok & Roll,Chinese,2025-03-22,Mumbai,396.77,5.0,12,29,Weekend,41
FD10796,C1096,Cafe Aroma,Cafe,2025-03-22,Delhi,342.01,4.2,23,45,Weekend,68
FD10498,C1148,Sweet Treats,Desserts,2025-03-22,Pune,919.93,3.7,32,26,Weekend,58
FD10273,C1273,Food Junction,Indian,2025-03-22,Hyderabad,993.35,3.7,30,32,Weekend,62
FD10462,C1112,Urban Tadka,Indian,2025-03-22,Pune,447.78,5.0,17,38,Weekend,55
FD10526,C1176,The Biryani House,Biryani,2025-03-23,Mumbai,517.62,3.5,32,36,Weekend,68
FD10860,C1160,Urban Tadka,Indian,2025-03-23,Mumbai,1200.0,4.4,10,15,Weekend,25
FD10362,C1012,Spice Hub,Indian,2025-03-23,Mumbai,861.33,3.3,14,21,Weekend,35
FD10638,C1288,Urban Tadka,Indian,2025-03-23,Pune,727.8,3.5,13,31,Weekend,44
FD10958,C1258,Punjabi Zaika,North Indian,2025-03-23,Bangalore,391.18,4.4,28,37,Weekend,65
FD10724,C1024,South Express,South Indian,2025-03-23,Mumbai,519.93,3.6,20,32,Weekend,52
FD10495,C1145,Pizza Point,Italian,2025-03-24,Pune,397.96,4.2,12,42,Weekday,54
FD10106,C1106,Sweet Treats,Desserts,2025-03-24,Bangalore,636.05,3.8,22,43,Weekday,65
FD10929,C1229,Urban Tadka,Indian,2025-03-25,Pune,464.36,3.7,20,32,Weekday,52
FD10924,C1224,Green Bowl,Healthy,2025-03-25,Bangalore,517.85,4.3,28,23,Weekday,51
FD10575,C1225,Punjabi Zaika,North Indian,2025-03-25,Pune,391.14,3.3,24,34,Weekday,58
FD10066,C1066,Burger Town,Fast Food,2025-03-25,Pune,231.52,4.0,31,24,Weekday,55
FD10274,C1274,Burger Town,Fast Food,2025-03-25,Bangalore,609.72,3.6,32,39,Weekday,71
FD10793,C1093,Spice Hub,Indian,2025-03-25,Chennai,402.93,4.5,33,15,Weekday,48
FD10845,C1145,Cafe Aroma,Cafe,2025-03-25,Chennai,512.18,3.7,21,20,Weekday,41
FD10802,C1102,Pizza Point,Italian,2025-03-25,Delhi,449.65,3.4,11,27,Weekday,38
FD10405,C1055,South Express,South Indian,2025-03-26,Hyderabad,503.93,3.8,23,21,Weekday,44
FD10355,C1005,Sweet Treats,Desserts,2025-03-26,Pune,931.31,3.4,35,22,Weekday,57
FD10153,C1153,Urban Tadka,Indian,2025-03-27,Delhi,633.46,3.6,17,25,Weekday,42
FD10882,C1182,South Express,South Indian,2025-03-27,Mumbai,721.19,3.2,32,40,Weekday,72
FD10279,C1279,Punjabi Zaika,North Indian,2025-03-27,Pune,427.7,4.7,14,34,Weekday,48
FD10515,C1165,Pizza Point,Italian,2025-03-27,Pune,915.76,3.4,22,40,Weekday,62
FD10379,C1029,Pizza Point,Italian,2025-03-27,Chennai,413.31,3.5,28,46,Weekday,74
FD10419,C1069,Spice Hub,Indian,2025-03-27,Pune,795.01,3.7,12,44,Weekday,56
FD10942,C1242,South Express,South Indian,2025-03-28,Pune,784.57,3.7,29,37,Weekday,66
FD10320,C1320,Punjabi Zaika,North Indian,2025-03-28,Mumbai,962.59,5.0,26,29,Weekday,55
FD10416,C1066,Punjabi Zaika,North Indian,2025-03-28,Hyderabad,877.87,4.3,35,40,Weekday,75
FD10263,C1263,Green Bowl,Healthy,2025-03-29,Pune,624.81,4.0,19,27,Weekend,46
FD10603,C1253,Punjabi Zaika,North Indian,2025-03-29,Bangalore,569.63,3.6,16,25,Weekend,41
FD10340,C1340,Wok & Roll,Chinese,2025-03-29,Pune,1156.77,3.4,12,31,Weekend,43
FD10873,C1173,Food Junction,Indian,2025-03-29,Delhi,534.03,3.3,18,28,Weekend,46
FD10737,C1037,Sweet Treats,Desserts,2025-03-29,Chennai,330.59,4.3,31,25,Weekend,56
FD10852,C1152,The Biryani House,Biryani,2025-03-29,Bangalore,976.43,3.5,14,38,Weekend,52
FD10594,C1244,Spice Hub,Indian,2025-03-29,Bangalore,847.56,4.2,13,34,Weekend,47
FD10704,C1004,Sweet Treats,Desserts,2025-03-30,Hyderabad,538.27,3.2,27,45,Weekend,72
FD10646,C1296,Green Bowl,Healthy,2025-03-30,Pune,294.26,4.2,28,15,Weekend,43
FD10501,C1151,The Biryani House,Biryani,2025-03-30,Chennai,507.56,3.3,27,27,Weekend,54
FD10112,C1112,Burger Town,Fast Food,2025-03-30,Chennai,862.15,3.8,12,19,Weekend,31
FD10114,C1114,Urban Tadka,Indian,2025-03-30,Bangalore,320.3,4.7,20,25,Weekend,45
FD10900,C1200,Pizza Point,Italian,2025-03-31,Pune,735.82,4.8,10,29,Weekday,39
FD10226,C1226,Cafe Aroma,Cafe,2025-03-31,Delhi,1200.0,3.7,26,30,Weekday,56
FD10194,C1194,Burger Town,Fast Food,2025-03-31,Bangalore,746.85,3.5,12,53,Weekday,65
FD10671,C1321,Cafe Aroma,Cafe,2025-03-31,Delhi,837.03,4.4,18,45,Weekday,63
FD10248,C1248,Food Junction,Indian,2025-03-31,Mumbai,1200.0,4.5,20,24,Weekday,44
FD10044,C1044,Urban Tadka,Indian,2025-03-31,Mumbai,743.17,4.7,22,39,Weekday,61
FD10689,C1339,Punjabi Zaika,North Indian,2025-04-01,Pune,712.65,4.8,25,25,Weekday,50
FD10254,C1254,Sweet Treats,Desserts,2025-04-01,Mumbai,891.9,3.7,27,47,Weekday,74
FD10798,C1098,Pizza Point,Italian,2025-04-02,Hyderabad,643.62,5.0,14,45,Weekday,59
FD10212,C1212,Sweet Treats,Desserts,2025-04-02,Chennai,611.0,4.2,13,15,Weekday,28
FD10695,C1345,Sweet Treats,Desserts,2025-04-02,Delhi,879.91,4.1,33,23,Weekday,56
FD10922,C1222,Wok & Roll,Chinese,2025-04-02,Hyderabad,411.87,4.6,16,27,Weekday,43
FD10335,C1335,South Express,South Indian,2025-04-02,Pune,619.28,2.7,26,39,Weekday,65
FD10883,C1183,South Express,South Indian,2025-04-02,Chennai,581.56,4.8,10,38,Weekday,48
FD10547,C1197,Spice Hub,Indian,2025-04-03,Bangalore,560.51,3.9,34,37,Weekday,71
FD10832,C1132,Wok & Roll,Chinese,2025-04-03,Pune,303.09,4.5,23,29,Weekday,52
FD10325,C1325,Urban Tadka,Indian,2025-04-03,Pune,703.15,4.0,25,26,Weekday,51
FD10096,C1096,Sweet Treats,Desserts,2025-04-03,Mumbai,310.16,4.3,30,41,Weekday,71
FD10682,C1332,Urban Tadka,Indian,2025-04-03,Pune,316.27,4.0,11,31,Weekday,42
FD10613,C1263,Punjabi Zaika,North Indian,2025-04-03,Hyderabad,728.24,3.9,28,33,Weekday,61
FD10824,C1124,Urban Tadka,Indian,2025-04-03,Pune,180.05,3.9,32,15,Weekday,47
FD10969,C1269,Green Bowl,Healthy,2025-04-03,Chennai,224.48,3.2,20,29,Weekday,49
FD10006,C1006,South Express,South Indian,2025-04-04,Hyderabad,487.73,3.5,29,41,Weekday,70
FD10024,C1024,Food Junction,Indian,2025-04-04,Mumbai,432.25,4.0,17,28,Weekday,45
FD10077,C1077,The Biryani House,Biryani,2025-04-04,Pune,421.7,3.9,10,29,Weekday,39
FD10974,C1274,Cafe Aroma,Cafe,2025-04-04,Chennai,747.29,5.0,15,31,Weekday,46
FD10003,C1003,Wok & Roll,Chinese,2025-04-04,Pune,663.8,4.1,19,29,Weekday,48
FD10862,C1162,Pizza Point,Italian,2025-04-05,Chennai,1041.21,3.7,12,15,Weekend,27
FD10007,C1007,Green Bowl,Healthy,2025-04-05,Bangalore,518.71,3.6,29,19,Weekend,48
FD10178,C1178,Wok & Roll,Chinese,2025-04-05,Delhi,182.52,4.8,34,15,Weekend,49
FD10078,C1078,Cafe Aroma,Cafe,2025-04-05,Delhi,260.73,4.7,22,25,Weekend,47
FD10987,C1287,Food Junction,Indian,2025-04-06,Pune,740.78,3.3,16,15,Weekend,31
FD10750,C1050,Cafe Aroma,Cafe,2025-04-06,Bangalore,267.36,4.3,24,27,Weekend,51
FD10962,C1262,Green Bowl,Healthy,2025-04-06,Pune,644.2,4.3,23,23,Weekend,46
